"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL(L/h)","V2 (L)","KA","WT on CL","WT on V","Q (L/h)","V3 (L)","alag1","age on CL","bili","alt","tras","cap","age on V","keto","age on Ka","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","SIGMA(2,2)","seCL(L/h)","seV2 (L)","seKA","seWT on CL","seWT on V","seQ (L/h)","seV3 (L)","sealag1","seage on CL","sebili","sealt","setras","secap","seage on V","seketo","seage on Ka","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21"
274,1,1,1,1,1,0,0,0,0,0,0,0,3,17877.1,FOCE_I,0:20:09,267,939.58,48355.7177054204,202.564,4204.47,0.382678,0.420631,0.614625,52.1444,1565.19,0.726943,-0.10489,0.0777861,0.167699,0.550525,0.828745,1.80244,0.148734,1.52028,0.19566,0.570346,0.679008,0.101655,3.69776,6.38037,257.729,0.0357598,0.118939,0.168108,6.06591,220.785,0.0296046,0.0694502,0.0414854,0.126167,0.032986,0.0559829,0.154876,0.0154358,0.155362,0.013152,0.0674763,0.105495,0.00458345,1.26757,NA,NA,NA,NA,0.00027583,0.0529572,0.14054,0.200027,0.23813,0.317815,0.377312,0.402772,0.474475,0.510605,0.675571,0.820242,0.859393,0.994391,1.07975,1.14972,1.38401,1.55117,2.12595,2.71384,4.93105
275,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:05:10,307.86,0,49182.7336108184,189.604,4458.42,0.433115,0.330564,0.519681,52.5518,1441.51,0.730858,-0.0913458,-0.0645574,0.113713,0.792659,0.960459,1.59681,0.193272,1.47035,0.165806,0.533227,0.688616,0.107683,2.06831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,1,1,1,0,0,0,1,1,2,1,0,0,NA,NA,FOCE_I,0:05:58,355.74,0,49004.3264212003,190.925,4766.54,0.409131,0.278747,0.324183,49.5079,1650.94,0.718756,-0.176119,-0.0342619,0.102552,1.32902,0.996698,1.74154,0.167259,1.41943,0.170025,0.668642,0.744314,0.105474,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,1,1,1,1,1,0,0,0,0,0,0,0,3.7,119080,FOCE_I,0:15:23,234.96,686.29,48428.417712986,197.225,4445.69,0.413766,0.480551,0.282147,50.2607,1368.06,0.747421,-0.102337,-0.00109113,0.062599,0.735365,0.979729,1.74671,0.184284,1.57416,0.203611,0.637594,0.710535,0.0993046,2.49663,7.64033,572.729,0.0593389,0.108467,0.218694,4.00323,216.576,0.0181294,0.119334,0.0688726,0.2801,0.23133,0.0659745,0.213091,0.0220495,0.216836,0.0139827,0.0790252,0.125931,0.0044071,1.03411,NA,NA,NA,NA,7.12644e-05,0.00563011,0.0206167,0.0358876,0.065438,0.100947,0.154154,0.182408,0.250417,0.349221,0.40073,0.462089,0.752346,0.814501,0.939436,0.965349,1.05051,1.15264,1.67584,3.13561,8.48615
278,1,1,1,0,0,0,0,1,0,0,0,0,1.5,NA,FOCE_I,0:12:06,723.53,0,48910.6212257859,186.76,4398.1,0.415208,0.387091,0.168241,59.4905,1424.55,0.731493,-0.12821,-0.102279,0.0634919,1.05083,0.988821,1.3079,0.14716,1.21132,0.151411,0.615939,0.736178,0.104526,1.37715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,1,1,1,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,0:05:16,313.93,0,48772.6857799689,193.706,4787.96,0.385096,0.298055,0.369063,51.2201,1634.14,0.736403,-0.108883,-0.029908,-0.0389998,1.32451,0.90586,1.83161,0.179567,1.36299,0.179119,0.530303,0.726152,0.105375,2.34115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,1,1,1,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,0:06:10,367.66,0,47711.0642449489,200.358,4366.34,0.387558,0.368424,0.474039,56.5138,1338.93,0.730362,-0.0822315,0.0593394,0.0701789,1.35022,0.99592,1.58127,0.186032,1.30227,0.179229,0.519336,0.669507,0.103424,3.35746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,1,1,1,0,0,0,0,1,0,0,0,0,1.3,NA,FOCE_I,0:07:44,462.36,0,49167.7681700609,192.628,4240.24,0.335937,0.341465,0.0205028,52.5466,1384.94,0.719954,-0.123327,0.00766133,0.0584462,0.563609,0.894229,1.53255,0.180484,1.29273,0.193194,0.517953,0.757344,0.108673,2.26346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1,1,1,0,0,0,0,1,0,0,1,0,1.7,NA,FOCE_I,0:14:46,884.09,0,48923.3661504538,199.591,4640.32,0.418188,0.270542,0.356068,57.0475,1321.26,0.720491,-0.14977,0.0394951,-0.119727,1.72094,0.924775,1.8125,0.196955,1.4347,0.201748,0.623641,0.687351,0.110824,1.53224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,1,1,1,0,0,0,0,1,9,1,0,0,NA,NA,FOCE_I,0:04:38,275.9,0,48760.3801473581,188.889,4039.89,0.374029,0.246277,0.0805216,52.7234,1391.8,0.741902,-0.231058,-0.0100462,0.194575,0.882252,1.1636,1.05088,0.188955,1.03617,0.178837,0.57925,0.82325,0.107223,3.44597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,1,1,1,1,1,0,0,0,0,0,0,0,3.7,818320000,FOCE_I,0:25:05,472.61,1030.68,49006.9401749115,189.153,4290.57,0.398744,0.240039,0.439221,55.5253,1606.71,0.725853,-0.168505,-0.0521541,0.133379,0.572463,0.961267,1.38667,0.148666,1.22434,0.201336,0.607015,0.72209,0.101376,2.47733,14.6608,2253.27,0.197246,0.41133,1.33755,5.61999,445.25,0.0272725,0.224638,0.164798,0.381016,0.183804,0.079157,0.735396,0.0237258,0.537554,0.0170062,0.148639,0.142375,0.00415056,1.97252,NA,NA,NA,NA,1.80959e-08,0.00108961,0.00181433,0.0129897,0.0223927,0.0259271,0.0321043,0.0568372,0.065887,0.0807038,0.110415,0.134251,0.152713,0.234623,0.47402,0.541396,0.670535,0.721564,0.901377,1.95111,14.8083
285,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:06:48,406.19,0,48528.4639459435,195.277,4459.35,0.413348,0.450118,0.167554,51.6278,1523.4,0.727167,-0.0883752,-0.0409146,0.00479719,0.829707,0.870356,1.29998,0.151671,1.26781,0.188393,0.627309,0.718348,0.100164,4.07404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,1,1,1,0,0,0,1,1,4,1,0,0,NA,NA,FOCE_I,0:06:22,380.71,0,49598.3872043826,198.438,4327.56,0.405495,0.296844,0.00462064,65.6308,1193.98,0.706762,-0.0952875,0.0178253,0.0104907,0.682835,1.07961,1.2913,0.279759,1.20328,0.183568,0.407572,0.51725,0.109862,2.85387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,1,1,1,0,0,0,0,1,18,1,0,0,NA,NA,FOCE_I,0:15:38,936.01,0,49173.4512199467,199.316,3936.66,0.366123,0.600112,0.474552,55.2229,1367.61,0.720472,-0.125461,0.0234038,-0.294547,0.882252,0.79837,1.58815,0.168192,1.42693,0.170392,0.528506,0.652371,0.105011,3.34503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,1,1,1,0,0,0,0,1,0,0,3,0,0.8,NA,FOCE_I,0:27:18,1636.5,0,50064.0814026587,198.401,4620.3,0.389909,0.432538,0.696463,47.2794,1370.43,0.693876,0.00374412,-0.02346,-0.0583341,0.710589,0.91586,1.7434,0.183134,1.46849,0.188671,0.610509,0.617798,0.102852,2.92803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,1,1,1,1,0,1,0,0,10,1,1,0,3.1,NA,FOCE_I,0:25:47,469.77,1075,48893.1557076195,196.647,4363.78,0.381879,0.266683,0.462158,61.4812,1423.05,0.692852,-0.093993,0.0346001,0.215,0.882252,0.974918,1.37894,0.176155,1.23494,0.208848,0.542731,0.698631,0.114749,0.909566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:07:53,470.93,0,49049.9740140909,189.839,4161.39,0.344918,0.493108,0.555887,49.3869,1738.76,0.718372,-0.224903,0.0142243,0.0538357,1.6867,1.13156,1.67474,0.167933,1.33272,0.189879,0.558173,0.734972,0.1032,3.94638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,1,1,1,1,0,1,0,0,7,1,0,0,3,NA,FOCE_I,0:21:48,251.02,1054.85,48983.0039097951,198.57,4895.41,0.448704,0.278601,0.485362,52.448,1478.65,0.721985,-0.0335885,-0.072798,0.0262506,0.882252,0.934354,1.8585,0.177373,1.73315,0.202192,0.564459,0.617076,0.110054,1.2571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,1,1,1,0,0,0,0,1,0,0,0,0,1.5,NA,FOCE_I,0:04:48,285.8,0,49612.6644981499,194.73,3974.45,0.315616,0.333609,0.183611,52.0436,1666.86,0.745045,-0.0544162,0.00419473,-0.0252635,0.91556,0.805609,1.37919,0.172054,0.987919,0.180919,0.609615,0.867476,0.111317,1.94544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,1,1,1,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,0:05:31,329.25,0,48615.1955428289,196.55,4168.54,0.364326,0.442776,0.401562,53.0962,1508.16,0.730499,-0.0642999,0.0310111,-0.00990468,1.76078,1.03144,1.69598,0.154481,1.30955,0.196184,0.688689,0.795902,0.102197,2.47924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,0:08:32,509.3,0,48803.7734042295,196.032,4261.61,0.342782,0.381709,0.533843,56.6404,1469.81,0.746768,-0.109271,0.0187604,0.0854158,1.61954,0.946539,1.75558,0.151547,1.36447,0.18438,0.700755,0.739056,0.105872,3.3162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,1,1,1,1,0,0,1,0,2,1,0,0,3.1,NA,FOCE_I,0:03:10,187.83,0,48132.6072978335,198.509,4296.59,0.375704,0.311592,0.662071,52.5295,1574.67,0.72842,-0.0319966,0.02198,-0.0488816,1.61618,1.00715,1.68285,0.145959,1.39117,0.183564,0.615161,0.734814,0.104299,0.000269559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1,1,1,0,0,0,0,1,0,0,1,0,2.8,NA,FOCE_I,0:29:01,1739.25,0,48579.8990645984,200.57,4290.17,0.401835,0.368067,0.389225,53.8098,1293.64,0.701091,-0.0402603,0.0106101,0.0599882,0.890019,0.860657,1.80866,0.204888,1.51219,0.203249,0.533735,0.600743,0.1067,0.647821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,1,1,1,0,0,0,0,1,0,0,1,0,1.2,NA,FOCE_I,0:11:02,660.24,0,49454.4310560177,203.072,4739.3,0.456184,0.442599,0.38722,52.6193,1417.65,0.758129,-0.0286927,-0.0420243,0.0730449,0.676952,0.929602,1.89455,0.154049,1.81778,0.175186,0.571283,0.543057,0.103387,3.25999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,1,1,1,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,0:03:16,193.73,0,47850.6952018332,196.839,4522.45,0.355284,0.320142,0.43887,47.8784,1533,0.732133,-0.0571412,0.0123459,0.0136315,1.58677,1.05657,1.62877,0.175676,1.14377,0.192025,0.651109,0.87315,0.103847,1.83904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,1,1,1,1,0,0,0,0,0,0,2,0,3.3,NA,FOCE_I,0:50:55,2033.96,1019.41,46922.8451936204,199.957,4693.24,0.347821,0.46749,0.221368,47.3327,1898.26,0.740066,-0.0912612,-0.0439822,-0.0134723,0.675389,1.04294,1.78133,0.163092,1.44106,0.213307,0.613089,0.814047,0.100277,4.09411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:04:48,286.46,0,49703.4782318385,192.269,3895.56,0.336017,0.589416,0.756826,44.6233,1625.44,0.690605,-0.0401048,-0.0187137,-0.0981288,1.5171,0.942107,1.67038,0.135358,1.30649,0.172045,0.572612,0.881669,0.0945177,4.69708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,1,1,1,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,0:38:10,1259.01,1029.4,47829.5698782015,195.439,4256.92,0.318702,0.589517,0.539975,57.5237,1824.08,0.743314,-0.0633705,0.0186186,0.0856388,0.507529,1.03141,1.63701,0.144603,1.32969,0.189283,0.646225,0.670101,0.107181,0.504575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,1,1,1,1,1,0,0,0,0,0,0,0,3.3,119.098,FOCE_I,0:13:57,177.5,657.82,48145.5436162835,198.131,4140.28,0.362934,0.512306,0.274893,65.8676,1349.79,0.678186,-0.0991951,0.0708569,-0.0833305,1.01699,0.889029,1.62151,0.210786,1.3784,0.187458,0.467536,0.495514,0.106783,5.2904,5.59125,305.9,0.0368103,0.0940245,0.141924,5.94499,127.861,0.0277009,0.0587239,0.0406588,0.0659453,0.485335,0.0721469,0.149121,0.0370746,0.160401,0.0157894,0.0716884,0.077877,0.00523287,1.31363,NA,NA,NA,NA,0.0297129,0.153478,0.200877,0.220402,0.237125,0.284378,0.391235,0.54051,0.578569,0.599524,0.766283,0.806501,0.837542,0.977325,1.08673,1.25234,1.47596,2.04974,2.2483,2.72473,3.53874
303,1,1,1,0,0,0,0,1,0,0,0,0,1.7,NA,FOCE_I,0:13:11,788.62,0,49640.2374811282,200.042,4568.61,0.416132,0.278359,0.322263,56.508,1350.91,0.743664,-0.132728,0.0431033,0.0120939,0.95952,0.901781,1.87365,0.197211,1.64611,0.20125,0.532358,0.610087,0.103065,2.99987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:11:44,702.13,0,48667.171125846,186.179,4482.99,0.439838,0.286977,0.365163,51.3959,2135.89,0.73921,-0.159319,0.0206263,0.149393,1.62023,0.968887,1.83554,0.17361,1.70764,0.182454,0.472862,0.555724,0.0997548,3.70062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,1,1,1,0,0,0,0,1,0,0,2,0,NA,NA,FOCE_I,0:13:05,782.66,0,49855.2349603671,190.267,4076.29,0.361587,0.370306,0.430824,50.5693,1406.28,0.750668,-0.13518,-0.0112287,0.0419578,0.817472,0.939934,1.72536,0.176719,1.51687,0.190414,0.557862,0.6285,0.0989467,3.5313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,1,1,1,1,1,0,0,0,0,0,0,0,3.6,11186.9,FOCE_I,0:13:50,213.61,615.02,49684.6819804954,195.179,4631.74,0.444838,0.263305,0.368544,50.1868,1578.39,0.745312,-0.0941684,0.0174809,0.00298197,1.12211,0.893512,1.75164,0.17467,1.56798,0.175591,0.612102,0.588895,0.108495,2.71004,7.13768,396.207,0.0579254,0.719709,0.167116,5.81026,696.558,0.0185129,0.200952,0.175678,0.467448,0.601449,0.0862561,0.251483,0.0348433,0.248943,0.0130879,0.0757851,0.107326,0.00459621,1.07067,NA,NA,NA,NA,0.00102576,0.00403411,0.0129916,0.0174541,0.0290694,0.0674105,0.0838006,0.128005,0.198816,0.230382,0.318729,0.345904,0.482072,0.537764,0.629836,0.77399,0.86939,1.08562,1.6189,2.08974,11.4751
307,1,1,1,1,0,1,0,0,8,1,0,0,3,NA,FOCE_I,0:21:31,301.98,986.59,48890.5842959784,195.869,4462.84,0.413345,0.343625,0.210932,52.2517,1445.71,0.71977,-0.127645,0.0449501,0.0187533,0.882252,0.988997,1.68683,0.169513,1.46345,0.179372,0.591344,0.751474,0.101684,3.09497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,1,1,1,1,1,0,0,0,0,0,0,0,3.7,5494750,FOCE_I,0:15:02,233.98,665.95,49466.6137500427,199.08,4448.41,0.397326,0.359585,0.280818,56.0884,1327.46,0.725317,-0.0794558,0.0330922,0.0798007,0.556304,1.15838,1.51314,0.178246,1.37411,0.209995,0.652069,0.804407,0.105927,3.06883,6.20919,340.303,0.0449083,0.0969964,0.148384,5.63835,196.782,0.0214401,0.0694699,0.0495109,0.102871,0.0290712,0.0641392,0.146218,0.0256616,0.174,0.0138108,0.0917328,0.101811,0.00476687,1.18416,NA,NA,NA,NA,8.52672e-07,0.0450439,0.0728698,0.12902,0.132545,0.189827,0.244351,0.259391,0.365728,0.408174,0.527616,0.616679,0.804878,0.835125,1.00318,1.01835,1.3284,1.97251,2.98924,3.37186,4.68522
309,1,1,1,1,1,0,0,0,0,0,0,0,3.2,339.213,FOCE_I,0:13:41,212.71,606.93,48059.469723705,187.822,4125.36,0.341901,0.252896,0.499937,46.7759,1952.85,0.75713,-0.142749,-0.0457655,0.276548,0.779994,0.931184,1.88961,0.149723,1.44826,0.217443,0.625122,0.784298,0.0932767,2.66184,5.44527,374.424,0.0595384,0.23263,0.129216,3.98015,311.507,0.0221915,0.0723426,0.0681231,0.155549,0.176808,0.0706502,0.165723,0.0226275,0.243128,0.014441,0.0783337,0.11585,0.00382396,0.933339,NA,NA,NA,NA,0.0198877,0.0623466,0.124978,0.129566,0.199222,0.246033,0.267168,0.296292,0.449273,0.464865,0.483424,0.644483,0.72118,0.742751,0.940568,1.02276,1.19076,1.36439,2.08629,2.79759,6.74618
310,1,1,1,0,0,0,0,1,0,0,1,0,1.8,NA,FOCE_I,0:09:42,580.58,0,48817.1654540159,195.529,4405.06,0.371329,0.444761,0.0928168,51.1468,1311.6,0.680442,-0.0887189,0.0183136,-0.058191,1.65791,0.981953,1.45875,0.187085,1.27074,0.193525,0.551667,0.702374,0.114481,2.65111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1,1,1,1,0,1,0,0,0,0,2,0,3.3,NA,FOCE_I,0:42:35,1575.07,978.13,49586.2363435983,205.04,4520.63,0.390567,0.237959,0.329281,54.9111,1438.37,0.708519,-0.0694615,0.0982684,0.0827122,2.12099,0.856244,1.62523,0.14912,1.31788,0.192337,0.696959,0.843449,0.108346,2.12089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,1,1,1,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,0:19:26,272.86,891.64,49006.1965612849,193.756,4230.27,0.402819,0.48783,0.414335,52.2092,1425.82,0.740161,-0.00389029,0.0174728,0.0991763,0.542599,0.962158,1.36578,0.199616,1.18783,0.191242,0.46488,0.675323,0.108261,0.788072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,1,1,1,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,0:11:45,703.03,0,48829.8416247857,185.741,4264.58,0.430399,0.357763,0.309285,50.8566,1666.19,0.751569,-0.174344,-0.0739113,0.0426351,0.957951,0.876091,1.4127,0.164007,1.32541,0.1793,0.580794,0.768748,0.106274,2.59817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,1,1,1,0,0,0,0,1,0,0,0,0,1.7,NA,FOCE_I,0:14:13,851.18,0,47946.6005708782,190.842,3808.43,0.30037,0.559743,0.471702,61.2826,1293.31,0.740045,-0.101253,-0.0471913,0.0153224,0.941515,1.04568,1.505,0.178817,1.09563,0.186344,0.622014,0.650724,0.10793,1.76713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
